channelGrouping;date;fullVisitorId;visitNumber;visitStartTime;browser;operatingSystem;isMobile;city;source;hits;pageviews;newVisits;transactionRevenue;year;month;quarterMonth;day;weekday;hour;Classifier
7;15;3651276250562293409;1;467;18;6;False;116;75;1;1;True;0.0;2016;8;3;16;1;8;0
7;15;8028153800316778480;1;491;5;9;False;295;75;1;1;True;0.0;2016;8;3;16;1;0;0
7;15;1938034741172244922;1;470;18;6;False;295;75;1;1;True;0.0;2016;8;3;16;1;10;0
4;90;5332137001068740789;1;3175;5;9;False;25;23;1;1;True;0.0;2016;10;4;30;6;16;0
4;90;1864952665097413634;1;3161;5;9;False;295;23;1;1;True;0.0;2016;10;4;30;6;8;0
4;90;7745569367979887977;2;3160;18;11;True;295;23;1;1;False;0.0;2016;10;4;30;6;7;0
2;90;8153449523276697897;1;3200;5;1;True;0;0;1;1;True;0.0;2016;10;4;30;6;6;0
2;90;9107014698985322090;2;3186;18;11;True;295;0;1;1;False;0.0;2016;10;4;30;6;0;0
2;90;9107014698985322090;1;3185;18;11;True;295;0;1;1;True;0.0;2016;10;4;30;6;22;0
4;90;1820489747612206943;1;3178;5;1;True;295;23;2;2;True;0.0;2016;10;4;30;6;18;0
4;90;456801092752102683;1;3172;18;6;False;295;23;3;2;True;0.0;2016;10;4;30;6;15;0
4;90;7887906796440390417;2;3194;5;1;True;295;23;5;5;False;0.0;2016;10;4;30;6;3;0
4;90;5312385640770116923;1;3179;18;11;True;148;23;5;5;True;0.0;2016;10;4;30;6;19;0
4;90;2263101329939499748;1;3183;18;11;True;295;23;6;4;True;0.0;2016;10;4;30;6;21;0
4;90;7887906796440390417;1;3192;5;1;True;295;23;8;6;True;0.0;2016;10;4;30;6;2;0
5;90;321262402879393495;1;3182;5;9;False;295;23;9;8;True;0.0;2016;10;4;30;6;21;0
4;90;1687498847515773010;11;3190;5;6;False;295;23;10;7;False;0.0;2016;10;4;30;6;2;0
2;90;8273569343531066107;1;3177;18;10;True;295;0;38;24;True;0.0;2016;10;4;30;6;18;0
7;90;5474408778566008562;1;3202;5;9;False;295;75;1;1;True;0.0;2016;10;4;30;6;6;0
7;90;8719519703793520041;1;3168;18;6;False;109;75;1;1;True;0.0;2016;10;4;30;6;13;0
7;90;3638854205116467643;1;3171;5;9;False;295;75;1;1;True;0.0;2016;10;4;30;6;15;0
7;90;3758821092684134972;1;3198;18;6;False;27;75;1;1;True;0.0;2016;10;4;30;6;5;0
7;90;4500181983103992513;1;3169;5;9;False;273;75;1;1;True;0.0;2016;10;4;30;6;13;0
7;90;6831737175908495236;1;3159;18;6;False;295;75;1;1;True;0.0;2016;10;4;30;6;7;0
7;90;6756250553005468899;1;3166;18;10;True;295;75;1;1;True;0.0;2016;10;4;30;6;11;0
7;90;8530679766699915577;1;3167;18;6;False;109;75;1;1;True;0.0;2016;10;4;30;6;12;0
7;90;2504005592218905088;1;3197;18;6;False;106;75;1;1;True;0.0;2016;10;4;30;6;5;0
7;90;1594045753151697755;1;3187;5;9;False;106;75;1;1;True;0.0;2016;10;4;30;6;1;0
7;90;405649716037260992;1;3170;5;9;False;295;75;1;1;True;0.0;2016;10;4;30;6;13;0
7;90;513590220820942701;1;3195;5;9;False;119;75;1;1;True;0.0;2016;10;4;30;6;4;0
7;90;6908075908612272941;1;3162;5;9;False;46;75;1;1;True;0.0;2016;10;4;30;6;8;0
7;90;5310336560431535258;1;3165;15;9;False;220;75;1;1;True;0.0;2016;10;4;30;6;11;0
7;90;8863049599848024002;2;3191;7;9;False;295;75;1;1;False;0.0;2016;10;4;30;6;2;0
7;90;8233246860999186911;1;3199;18;6;False;295;75;1;1;True;0.0;2016;10;4;30;6;6;0
7;90;6641614500875564500;1;3180;18;6;False;41;75;1;1;True;0.0;2016;10;4;30;6;20;0
7;90;504032962595353877;1;3163;5;9;False;295;75;2;2;True;0.0;2016;10;4;30;6;8;0
7;90;6980593135760017554;1;3174;5;9;False;265;75;2;2;True;0.0;2016;10;4;30;6;16;0
7;90;5287802067298392688;1;3193;5;9;False;295;75;2;2;True;0.0;2016;10;4;30;6;2;0
7;90;2354907691596419547;1;3173;5;1;True;109;75;2;2;True;0.0;2016;10;4;30;6;15;0
7;90;9582587153345003757;1;3164;5;9;False;117;75;2;2;True;0.0;2016;10;4;30;6;10;0
7;90;9135183541631567924;1;3184;5;9;False;67;75;2;2;True;0.0;2016;10;4;30;6;22;0
7;90;3991824748579606900;1;3181;18;6;False;0;75;2;2;True;0.0;2016;10;4;30;6;20;0
7;90;9271778591112093734;1;3176;18;6;False;106;75;3;3;True;0.0;2016;10;4;30;6;16;0
7;90;8863049599848024002;1;3188;7;9;False;295;75;5;2;True;0.0;2016;10;4;30;6;1;0
7;90;8735121860843934941;1;3201;5;9;False;259;75;5;1;True;0.0;2016;10;4;30;6;6;0
7;90;6167512389673162448;1;3196;5;9;False;295;75;7;3;True;0.0;2016;10;4;30;6;5;0
7;90;4153144839745052350;1;3189;18;11;True;295;75;14;10;True;0.0;2016;10;4;30;6;2;0
5;151;3161514630981300457;2;5755;5;1;True;295;23;1;1;False;0.0;2016;12;4;30;4;9;0
4;151;7837048389554681829;1;5771;18;11;True;230;23;1;1;True;0.0;2016;12;4;30;4;23;0
5;151;3161514630981300457;1;5754;5;1;True;295;23;1;1;True;0.0;2016;12;4;30;4;9;0
3;151;965402843105843074;2;5772;5;1;True;295;16;1;1;False;0.0;2016;12;4;30;4;23;0
4;151;4402743200656460463;4;5767;18;11;True;295;23;1;1;False;0.0;2016;12;4;30;4;19;0
6;151;2028938154235739411;4;5762;5;6;False;182;67;1;1;False;0.0;2016;12;4;30;4;18;0
4;151;4157679629543884057;2;5777;18;11;True;295;23;1;1;False;0.0;2016;12;4;30;4;2;0
4;151;8436708887220836539;1;5782;5;9;False;295;23;1;1;True;0.0;2016;12;4;30;4;5;0
2;151;1057599853334257082;1;5770;5;1;True;78;0;1;1;True;0.0;2016;12;4;30;4;22;0
4;151;9095638468823513000;1;5761;18;11;True;295;23;2;2;True;0.0;2016;12;4;30;4;18;0
4;151;1754185610659473140;1;5780;18;11;True;148;23;2;2;True;0.0;2016;12;4;30;4;4;0
5;151;2209436155932359314;3;5774;5;9;False;236;23;2;2;False;0.0;2016;12;4;30;4;1;0
4;151;4402743200656460463;6;5775;18;11;True;295;23;2;2;False;0.0;2016;12;4;30;4;1;0
6;151;2981304033446686991;1;5764;5;9;False;295;48;3;3;True;0.0;2016;12;4;30;4;18;0
4;151;2815235623585009587;1;5779;5;1;True;295;23;3;2;True;0.0;2016;12;4;30;4;4;0
4;151;4402743200656460463;5;5773;18;11;True;295;23;5;5;False;0.0;2016;12;4;30;4;23;0
4;151;1754185610659473140;2;5781;18;11;True;148;23;6;6;False;0.0;2016;12;4;30;4;5;0
4;151;4402743200656460463;3;5760;18;11;True;295;23;9;9;False;0.0;2016;12;4;30;4;18;0
2;151;1478291037166741865;1;5769;18;11;True;78;0;12;11;True;0.0;2016;12;4;30;4;22;0
6;151;7372805811422677317;1;5765;5;9;False;295;66;39;28;True;0.0;2016;12;4;30;4;19;0
7;151;286990937539362024;1;5756;9;9;False;295;75;1;1;True;0.0;2016;12;4;30;4;9;0
7;151;9362772544776367997;1;5768;7;9;False;295;75;1;1;True;0.0;2016;12;4;30;4;21;0
7;151;8839926268316518170;1;5758;5;1;True;295;75;1;1;True;0.0;2016;12;4;30;4;17;0
7;151;8178358764427278275;1;5763;5;1;True;295;75;1;1;True;0.0;2016;12;4;30;4;18;0
7;151;2943915136039005766;1;5776;8;9;False;295;75;1;1;True;0.0;2016;12;4;30;4;2;0
7;151;4527257658788250420;1;5778;7;9;False;295;75;1;1;True;0.0;2016;12;4;30;4;2;0
7;151;3896417592105520149;1;5757;5;9;False;182;75;1;1;True;0.0;2016;12;4;30;4;10;0
7;151;8173928745169095508;1;5766;5;9;False;295;75;1;1;True;0.0;2016;12;4;30;4;19;0
7;151;879245400187684162;1;5759;8;9;False;295;75;2;2;True;0.0;2016;12;4;30;4;18;0
4;337;3443575552222425678;1;11427;18;6;False;295;23;1;1;True;0.0;2017;7;3;4;1;19;0
4;337;10992539402363462;2;11439;5;9;False;295;23;1;1;False;0.0;2017;7;3;4;1;4;0
4;337;7027170721111378315;1;11434;5;1;True;294;23;1;1;True;0.0;2017;7;3;4;1;0;0
4;337;6085415216320974817;1;11438;5;6;False;0;23;1;1;True;0.0;2017;7;3;4;1;3;0
4;337;5943278428470972600;1;11414;5;9;False;295;23;1;1;True;0.0;2017;7;3;4;1;10;0
1;337;121004089145471769;1;11412;5;9;False;295;3;1;1;True;0.0;2017;7;3;4;1;9;0
4;337;913959539221274339;1;11432;5;6;False;295;23;1;1;True;0.0;2017;7;3;4;1;22;0
6;337;1903185504297387530;1;11424;8;9;False;105;5;1;1;True;0.0;2017;7;3;4;1;17;0
1;337;1084054048105755566;1;11422;5;1;True;295;3;1;1;True;0.0;2017;7;3;4;1;17;0
1;337;1084054048105755566;2;11431;5;1;True;295;3;1;1;False;0.0;2017;7;3;4;1;21;0
6;337;7816228321719879748;1;11436;5;6;False;166;5;1;1;True;0.0;2017;7;3;4;1;2;0
4;337;4129378440222170959;1;11430;5;1;True;295;23;1;1;True;0.0;2017;7;3;4;1;20;0
4;337;18966120192119662;1;11420;5;9;False;295;23;2;2;True;0.0;2017;7;3;4;1;16;0
2;337;4058231445000774307;1;11417;18;11;True;295;0;2;2;True;0.0;2017;7;3;4;1;14;0
4;337;4384975941177411853;1;11418;5;6;False;295;23;2;2;True;0.0;2017;7;3;4;1;14;0
4;337;9775969735387649396;1;11425;5;1;True;295;23;2;2;True;0.0;2017;7;3;4;1;18;0
2;337;4804084819466625407;1;11435;5;6;False;230;0;3;3;True;0.0;2017;7;3;4;1;2;0
1;337;7887934101161451216;1;11410;5;9;False;210;3;5;5;True;0.0;2017;7;3;4;1;7;0
6;337;9890182105631590481;8;11426;5;3;False;295;21;5;5;False;0.0;2017;7;3;4;1;19;0
4;337;7535130724204691380;1;11423;5;1;True;295;23;6;6;True;0.0;2017;7;3;4;1;17;0
4;337;249462952363221859;1;11419;18;11;True;295;23;6;6;True;0.0;2017;7;3;4;1;15;0
4;337;6991549537526850467;1;11429;5;9;False;295;23;7;7;True;0.0;2017;7;3;4;1;20;0
2;337;7226836263519212646;1;11428;5;6;False;295;0;7;7;True;0.0;2017;7;3;4;1;19;0
4;337;119935236036673994;4;11433;5;11;True;295;23;8;8;False;0.0;2017;7;3;4;1;22;0
1;337;9061767538963049139;1;11416;5;9;False;0;3;9;9;True;0.0;2017;7;3;4;1;13;0
4;337;18966120192119662;2;11421;5;9;False;295;23;10;7;False;0.0;2017;7;3;4;1;17;0
4;337;5749333001777799519;1;11411;5;6;False;295;23;13;11;True;0.0;2017;7;3;4;1;8;0
7;337;4363602535443888253;1;11440;5;9;False;295;75;1;1;True;0.0;2017;7;3;4;1;5;0
7;337;655605807529233292;1;11437;19;11;True;295;45;1;1;True;0.0;2017;7;3;4;1;3;0
7;337;1570609481401392191;1;11413;3;1;True;295;45;1;1;True;0.0;2017;7;3;4;1;10;0
7;337;2647549215343707442;1;11415;18;6;False;295;75;2;2;True;0.0;2017;7;3;4;1;12;0
4;196;7660377708313228942;24;7030;5;6;False;83;23;1;1;False;0.0;2017;2;1;13;0;16;0
4;196;407575484487358396;1;7052;5;9;False;19;23;1;1;True;0.0;2017;2;1;13;0;5;0
4;196;1453149804745820196;1;7037;5;11;True;295;23;1;1;True;0.0;2017;2;1;13;0;19;0
4;196;9596106786868817549;1;7031;5;6;False;295;23;1;1;True;0.0;2017;2;1;13;0;16;0
4;196;6047287462973124623;1;7027;8;5;False;295;23;1;1;True;0.0;2017;2;1;13;0;10;0
6;196;2576640573873883096;2;7042;5;9;False;172;48;1;1;False;0.0;2017;2;1;13;0;21;0
4;196;3981256833489319207;2;7035;5;9;False;295;23;1;1;False;0.0;2017;2;1;13;0;18;0
4;196;7746458887826479039;19;7044;18;11;True;225;23;1;1;False;0.0;2017;2;1;13;0;22;0
4;196;9688876461593960284;1;7043;5;3;False;295;23;1;1;True;0.0;2017;2;1;13;0;21;0
4;196;338040090403591052;1;7025;5;9;False;250;23;1;1;True;0.0;2017;2;1;13;0;10;0
4;196;629737745013330407;1;7038;8;9;False;295;23;1;1;True;0.0;2017;2;1;13;0;19;0
2;196;6274233113745998255;1;7047;5;9;False;172;0;1;1;True;0.0;2017;2;1;13;0;1;0
4;196;1484365367374882971;1;7055;5;1;True;182;23;2;2;True;0.0;2017;2;1;13;0;6;0
6;196;7340267226673737705;2;7054;5;6;False;295;48;2;2;False;0.0;2017;2;1;13;0;6;0
2;196;3383848926455887077;1;7045;5;6;False;172;0;2;2;True;0.0;2017;2;1;13;0;0;0
2;196;8290427443028073755;1;7026;5;1;True;295;0;2;2;True;0.0;2017;2;1;13;0;10;0
4;196;1031374852319497944;1;7051;18;11;True;295;23;2;2;True;0.0;2017;2;1;13;0;4;0
4;196;7746458887826479039;20;7050;18;11;True;225;23;2;2;False;0.0;2017;2;1;13;0;2;0
6;196;2573449977849400863;1;7053;5;9;False;246;5;2;2;True;0.0;2017;2;1;13;0;5;0
4;196;6782483247174233776;1;7036;5;6;False;295;23;3;3;True;0.0;2017;2;1;13;0;18;0
4;196;2576640573873883096;1;7041;5;9;False;172;23;4;4;True;0.0;2017;2;1;13;0;21;0
4;196;3655593420110872933;2;7028;5;6;False;38;23;8;5;False;0.0;2017;2;1;13;0;10;0
4;196;5715823389539398811;1;7032;18;6;False;250;23;11;8;True;0.0;2017;2;1;13;0;16;0
6;196;5816233610069306797;1;7034;5;6;False;172;48;14;12;True;0.0;2017;2;1;13;0;18;0
4;196;9324730757292154143;1;7033;5;3;False;295;23;15;11;True;0.0;2017;2;1;13;0;17;0
4;196;2930293915721201875;4;7039;5;6;False;100;23;17;15;False;0.0;2017;2;1;13;0;20;0
4;196;4414212477567783152;1;7046;18;11;True;295;23;24;23;True;0.0;2017;2;1;13;0;0;0
4;196;9324730757292154143;2;7049;5;3;False;295;23;35;31;False;0.0;2017;2;1;13;0;1;0
2;196;5810770256591004737;6;7048;5;6;False;148;0;49;34;False;253.77;2017;2;1;13;0;1;1
7;196;7089361111554309512;1;7029;5;9;False;265;75;1;1;True;0.0;2017;2;1;13;0;13;0
7;196;9117522593877414921;2;7024;18;11;True;182;75;1;1;False;0.0;2017;2;1;13;0;8;0
7;196;9861359633512300482;1;7040;18;11;True;295;75;2;2;True;0.0;2017;2;1;13;0;21;0
4;283;2161375420421730565;1;9825;5;1;True;295;23;4;4;True;0.0;2017;5;2;11;3;10;0
6;283;680350410178826940;1;9839;5;6;False;230;48;4;4;True;0.0;2017;5;2;11;3;18;0
2;283;1426092671601969313;1;9826;8;9;False;295;0;4;3;True;0.0;2017;5;2;11;3;11;0
1;283;4629734834754756755;2;9847;5;9;False;168;3;5;3;False;0.0;2017;5;2;11;3;23;0
4;283;1292031190702117205;4;9837;18;6;False;295;23;7;7;False;0.0;2017;5;2;11;3;17;0
4;283;6161860270991778864;1;9849;5;9;False;197;23;13;12;True;0.0;2017;5;2;11;3;1;0
6;283;4207156506759716675;1;9835;5;5;False;257;48;16;16;True;0.0;2017;5;2;11;3;16;0
4;283;3214687528122048939;1;9824;5;9;False;175;23;1;1;True;0.0;2017;5;2;11;3;8;0
4;283;7270581634910920982;1;9823;18;11;True;190;23;1;1;True;0.0;2017;5;2;11;3;7;0
4;283;7489882936871998925;1;9833;5;6;False;295;23;1;1;True;0.0;2017;5;2;11;3;15;0
4;283;4629734834754756755;1;9846;5;9;False;168;23;1;1;True;0.0;2017;5;2;11;3;23;0
4;283;528897384543399632;1;9828;5;9;False;82;23;1;1;True;0.0;2017;5;2;11;3;13;0
4;283;6145540586267210690;1;9851;5;9;False;295;23;1;1;True;0.0;2017;5;2;11;3;6;0
4;283;7320300653610313738;2;9829;7;9;False;225;23;1;1;False;0.0;2017;5;2;11;3;14;0
4;283;403305617372535305;2;9845;5;9;False;295;23;1;1;False;0.0;2017;5;2;11;3;21;0
4;283;470240249941287800;2;9832;5;9;False;295;23;1;1;False;0.0;2017;5;2;11;3;15;0
4;283;6200431365137133686;2;9836;5;9;False;295;23;1;1;False;0.0;2017;5;2;11;3;16;0
5;283;470240249941287800;1;9831;5;9;False;295;23;1;1;True;0.0;2017;5;2;11;3;15;0
4;283;316564059051435027;1;9850;5;9;False;295;23;2;2;True;0.0;2017;5;2;11;3;3;0
4;283;8049991034003263016;1;9830;5;9;False;85;23;2;2;True;0.0;2017;5;2;11;3;14;0
4;283;6200431365137133686;3;9844;5;9;False;295;23;4;4;False;0.0;2017;5;2;11;3;19;0
2;283;4444094858274536769;1;9834;5;1;True;172;0;2;2;True;0.0;2017;5;2;11;3;16;0
6;283;2556095208120577531;1;9852;5;6;False;295;48;3;3;True;0.0;2017;5;2;11;3;6;0
4;283;1973019569289830327;1;9848;5;9;False;295;23;1;1;True;0.0;2017;5;2;11;3;0;0
2;283;3634514012661724932;5;9838;5;3;False;295;0;1;1;False;0.0;2017;5;2;11;3;17;0
2;283;3634514012661724932;4;9827;5;3;False;295;0;1;1;False;0.0;2017;5;2;11;3;12;0
2;283;3634514012661724932;6;9840;5;3;False;295;0;1;1;False;0.0;2017;5;2;11;3;18;0
2;283;3634514012661724932;7;9843;5;3;False;295;0;1;1;False;0.0;2017;5;2;11;3;19;0
4;283;17423225691676836;1;9841;5;1;True;148;23;1;1;True;0.0;2017;5;2;11;3;18;0
4;283;1840882770092634888;1;9842;5;1;True;295;23;3;2;True;0.0;2017;5;2;11;3;19;0
2;42;3026556150514544788;2;1324;5;6;False;102;0;1;1;False;0.0;2016;9;3;12;0;7;0
4;42;3895023311169571431;1;1326;5;9;False;295;23;9;9;True;0.0;2016;9;3;12;0;9;0
2;42;6089280612463343278;2;1343;18;11;True;231;0;36;30;False;0.0;2016;9;3;12;0;4;0
4;42;6149398493135080062;1;1329;5;6;False;295;23;1;1;True;0.0;2016;9;3;12;0;16;0
4;42;14807155052174025;1;1336;18;6;False;295;23;1;1;True;0.0;2016;9;3;12;0;21;0
6;42;4988982175926672344;1;1328;5;9;False;83;48;1;1;True;0.0;2016;9;3;12;0;12;0
2;42;937056089120722665;1;1332;5;6;False;172;0;1;1;True;0.0;2016;9;3;12;0;18;0
2;42;668615837463783829;1;1342;5;1;True;0;0;1;1;True;0.0;2016;9;3;12;0;2;0
7;42;4845494017503816071;1;1335;5;9;False;295;75;1;1;True;0.0;2016;9;3;12;0;19;0
7;42;79884427117499255;1;1330;5;9;False;116;75;1;1;True;0.0;2016;9;3;12;0;17;0
7;42;5122475558966908117;1;1341;18;6;False;153;75;1;1;True;0.0;2016;9;3;12;0;2;0
4;42;8479383058976602848;1;1327;5;1;True;147;23;2;2;True;0.0;2016;9;3;12;0;10;0
4;42;1675842565197566300;1;1334;8;6;False;295;23;2;2;True;0.0;2016;9;3;12;0;19;0
6;42;3768912937193446968;4;1339;5;9;False;195;67;2;1;False;0.0;2016;9;3;12;0;22;0
2;42;603373162136570069;13;1331;5;9;False;225;0;2;2;False;0.0;2016;9;3;12;0;18;0
7;42;925840183129449737;1;1325;9;9;False;295;75;2;2;True;0.0;2016;9;3;12;0;7;0
7;42;9297064907269619939;1;1344;18;6;False;295;75;2;2;True;0.0;2016;9;3;12;0;5;0
7;42;4540900822072757937;2;1333;5;9;False;295;75;3;3;False;0.0;2016;9;3;12;0;19;0
4;42;9456299727765515856;1;1340;5;6;False;295;23;4;4;True;0.0;2016;9;3;12;0;0;0
2;42;7360768108223062056;1;1337;5;6;False;257;0;4;3;True;0.0;2016;9;3;12;0;21;0
4;42;7022759299600074873;1;1338;18;11;True;147;23;1;1;True;0.0;2016;9;3;12;0;22;0
4;82;939502675540971213;2;2785;5;9;False;106;23;1;1;False;0.0;2016;10;4;22;5;7;0
4;82;8435319891107638512;1;2787;5;1;True;164;23;1;1;True;0.0;2016;10;4;22;5;7;0
4;82;63771301946517204;1;2818;5;9;False;295;23;1;1;True;0.0;2016;10;4;22;5;22;0
2;82;4263689935568335769;1;2796;5;6;False;12;0;1;1;True;0.0;2016;10;4;22;5;10;0
4;82;193740637452345326;1;2812;5;9;False;265;23;1;1;True;0.0;2016;10;4;22;5;18;0
4;82;6970530591036390384;1;2819;5;9;False;241;23;1;1;True;0.0;2016;10;4;22;5;0;0
4;82;2016219201113672435;1;2791;5;9;False;295;23;1;1;True;0.0;2016;10;4;22;5;9;0
4;82;5166862887867158232;1;2795;5;6;False;161;23;1;1;True;0.0;2016;10;4;22;5;10;0
4;82;9101727576077194039;1;2806;5;9;False;295;23;1;1;True;0.0;2016;10;4;22;5;15;0
2;82;2700614597772590411;1;2810;5;1;True;25;0;1;1;True;0.0;2016;10;4;22;5;17;0
4;82;7725768130357479108;1;2823;5;9;False;295;23;1;1;True;0.0;2016;10;4;22;5;5;0
2;82;2705536913861752166;1;2816;5;6;False;59;0;2;2;True;0.0;2016;10;4;22;5;19;0
6;82;2400571225480305577;1;2788;18;11;True;0;66;4;3;True;0.0;2016;10;4;22;5;8;0
4;82;4006042910073431362;1;2786;5;1;True;147;23;5;5;True;0.0;2016;10;4;22;5;7;0
6;82;404046331831330626;1;2799;5;9;False;295;60;6;4;True;0.0;2016;10;4;22;5;11;0
4;82;1687498847515773010;10;2805;5;6;False;295;23;6;6;False;0.0;2016;10;4;22;5;14;0
4;82;2788698675846601813;1;2802;5;6;False;182;23;9;7;True;0.0;2016;10;4;22;5;13;0
4;82;9690887987614220921;1;2813;5;6;False;295;23;9;6;True;0.0;2016;10;4;22;5;19;0
2;82;2068418826105855157;1;2801;7;9;False;295;0;13;7;True;0.0;2016;10;4;22;5;12;0
4;82;749508035104874095;9;2827;5;1;True;295;23;27;17;False;0.0;2016;10;4;22;5;5;0
7;82;5501567016252583501;1;2824;5;9;False;295;75;1;1;True;0.0;2016;10;4;22;5;5;0
7;82;466576704776440368;1;2793;9;9;False;295;75;1;1;True;0.0;2016;10;4;22;5;9;0
7;82;8393924175100351336;1;2794;5;9;False;116;75;1;1;True;0.0;2016;10;4;22;5;9;0
7;82;771607204035372886;1;2790;5;9;False;295;75;1;1;True;0.0;2016;10;4;22;5;9;0
7;82;2452695938219439172;1;2797;18;6;False;241;75;1;1;True;0.0;2016;10;4;22;5;10;0
7;82;6272172361956423213;1;2820;5;9;False;295;75;1;1;True;0.0;2016;10;4;22;5;1;0
7;82;5211395607051932239;1;2792;5;9;False;295;75;1;1;True;0.0;2016;10;4;22;5;9;0
7;82;3491640001064319308;1;2798;5;9;False;295;75;1;1;True;0.0;2016;10;4;22;5;11;0
7;82;4513510100945401481;1;2789;18;6;False;295;75;1;1;True;0.0;2016;10;4;22;5;8;0
7;82;3430468705964084231;1;2814;5;9;False;109;75;1;1;True;0.0;2016;10;4;22;5;19;0
7;82;333621300437435379;1;2804;5;9;False;135;75;1;1;True;0.0;2016;10;4;22;5;14;0
7;82;409225568834206081;1;2811;5;3;False;295;75;1;1;True;0.0;2016;10;4;22;5;18;0
7;82;7817067878533202845;1;2826;5;9;False;295;75;1;1;True;0.0;2016;10;4;22;5;5;0
7;82;3735564358294109766;1;2803;18;6;False;295;75;1;1;True;0.0;2016;10;4;22;5;14;0
7;82;5869296352241326719;1;2825;8;9;False;295;75;1;1;True;0.0;2016;10;4;22;5;5;0
7;82;29679276230182567;3;2808;5;9;False;295;75;1;1;False;0.0;2016;10;4;22;5;15;0
7;82;4004692983200871512;1;2809;18;6;False;295;75;2;2;True;0.0;2016;10;4;22;5;17;0
7;82;1467638534266978929;1;2800;5;9;False;295;75;2;2;True;0.0;2016;10;4;22;5;12;0
7;82;5521675526992389449;1;2817;18;6;False;116;75;2;1;True;0.0;2016;10;4;22;5;20;0
7;82;1217599091805347472;1;2822;5;9;False;295;75;2;2;True;0.0;2016;10;4;22;5;4;0
7;82;8888024450267625523;1;2829;18;6;False;19;75;2;2;True;0.0;2016;10;4;22;5;6;0
7;82;4187881219595657138;1;2828;5;9;False;43;75;2;2;True;0.0;2016;10;4;22;5;6;0
7;82;1777350839795646974;1;2821;18;6;False;295;75;2;2;True;0.0;2016;10;4;22;5;2;0
7;82;7816175082327649973;1;2815;16;0;True;295;75;2;2;True;0.0;2016;10;4;22;5;19;0
7;82;8713599468930138599;1;2807;5;9;False;19;75;2;1;True;0.0;2016;10;4;22;5;15;0
4;23;1472621268802670993;1;749;5;6;False;295;23;4;4;True;0.0;2016;8;3;24;2;19;0
6;23;8087151240063495386;1;745;5;6;False;295;48;4;4;True;0.0;2016;8;3;24;2;17;0
6;23;4752567709813602757;4;747;5;6;False;59;48;7;7;False;0.0;2016;8;3;24;2;17;0
2;23;9681540678989705130;1;753;5;9;False;295;0;7;6;True;0.0;2016;8;3;24;2;23;0
4;23;7244893136062122475;1;743;5;9;False;295;23;9;7;True;0.0;2016;8;3;24;2;15;0
6;23;3259111354201528960;6;754;5;5;False;172;48;11;9;False;0.0;2016;8;3;24;2;23;0
6;23;3259111354201528960;5;746;5;5;False;172;48;21;17;False;0.0;2016;8;3;24;2;17;0
4;23;9699088107852986293;1;757;5;3;False;295;23;24;19;True;460.98;2016;8;3;24;2;1;1
2;23;508836626367617637;4;758;5;1;True;59;0;53;36;False;0.0;2016;8;3;24;2;1;0
7;23;7046221589498030727;1;739;5;9;False;295;75;3;3;True;0.0;2016;8;3;24;2;10;0
7;23;437349242890831114;1;755;5;1;True;295;75;5;4;True;0.0;2016;8;3;24;2;23;0
7;23;7819505057607873348;1;737;5;9;False;295;75;23;15;True;0.0;2016;8;3;24;2;9;0
2;23;7142710785574365590;8;748;5;1;True;295;0;1;1;False;0.0;2016;8;3;24;2;17;0
7;23;1282408217136083259;1;750;18;6;False;295;75;1;1;True;0.0;2016;8;3;24;2;19;0
7;23;8177868854516529782;1;741;5;5;False;246;75;1;1;True;0.0;2016;8;3;24;2;13;0
7;23;2422369513390143004;1;740;5;9;False;295;75;1;1;True;0.0;2016;8;3;24;2;10;0
7;23;3897891851654511616;1;736;18;6;False;116;75;1;1;True;0.0;2016;8;3;24;2;8;0
7;23;658465459786692916;1;751;5;9;False;295;75;1;1;True;0.0;2016;8;3;24;2;19;0
4;23;1981830240835478730;3;761;18;6;False;295;23;6;5;False;0.0;2016;8;3;24;2;4;0
4;23;8470787060518875357;1;744;5;9;False;295;23;3;3;True;0.0;2016;8;3;24;2;17;0
7;23;275353602177335624;1;738;5;9;False;295;75;2;2;True;0.0;2016;8;3;24;2;10;0
2;23;501555772596848531;1;763;19;11;True;295;0;1;1;True;0.0;2016;8;3;24;2;6;0
7;23;3748019221780384965;1;742;5;9;False;295;75;1;1;True;0.0;2016;8;3;24;2;15;0
7;23;353988394539950628;1;762;18;6;False;295;75;1;1;True;0.0;2016;8;3;24;2;4;0
7;23;7546231092734276868;1;760;18;6;False;295;75;1;1;True;0.0;2016;8;3;24;2;2;0
6;23;8037087068713760731;3;752;5;6;False;195;67;2;2;False;0.0;2016;8;3;24;2;20;0
2;23;2467715895053922094;10;756;5;3;False;295;0;2;2;False;0.0;2016;8;3;24;2;0;0
7;23;7059098454492345090;1;759;5;9;False;295;62;4;4;True;0.0;2016;8;3;24;2;1;0
4;263;8203946078626651860;1;9276;5;9;False;57;23;1;1;True;0.0;2017;4;2;21;4;6;0
4;263;3181514089952614406;1;9270;18;11;True;295;23;2;2;True;0.0;2017;4;2;21;4;22;0
6;263;3314115670795793867;11;9260;5;6;False;257;48;2;2;False;0.0;2017;4;2;21;4;17;0
2;263;4993888514053304960;1;9274;9;9;False;295;0;3;3;True;0.0;2017;4;2;21;4;0;0
4;263;5025303369679720492;1;9262;5;5;False;172;23;4;3;True;0.0;2017;4;2;21;4;18;0
